Folder,SDC count, Crash count, Benign count,Hang count,Total Fi runs
merge_it,200,213,87,0,500
merge_it,194,217,89,0,500
merge_it,205,185,110,0,500
merge_it,188,202,110,0,500
merge_it,187,211,102,0,500
merge_it,201,189,110,0,500
merge_it,207,189,104,0,500
merge_it,202,202,96,0,500
merge_it,205,185,110,0,500
merge_it,197,194,109,0,500
merge_it,203,202,95,0,500
merge_it,200,199,101,0,500
merge_it,223,179,98,0,500
merge_it,187,212,101,0,500
merge_it,196,210,94,0,500
merge_it,207,191,102,0,500
merge_it,198,190,112,0,500
merge_it,192,199,109,0,500
merge_it,184,199,117,0,500
merge_it,212,179,109,0,500
merge_it,195,200,105,0,500
merge_it,188,194,118,0,500
merge_it,200,199,101,0,500
merge_it,200,191,109,0,500
merge_it,197,215,88,0,500
merge_it,195,202,103,0,500
merge_it,181,205,114,0,500
merge_it,197,189,114,0,500
merge_it,210,193,97,0,500
merge_it,208,210,82,0,500
merge_it,185,201,114,0,500
merge_it,198,191,111,0,500
merge_it,205,195,100,0,500
merge_it,203,184,113,0,500
merge_it,196,194,110,0,500
merge_it,194,192,114,0,500
merge_it,189,203,108,0,500
merge_it,212,179,109,0,500
merge_it,199,206,95,0,500
merge_it,221,181,98,0,500
merge_it,211,177,112,0,500
merge_it,192,202,106,0,500
merge_it,202,201,97,0,500
merge_it,193,195,112,0,500
merge_it,204,212,84,0,500
merge_it,193,210,97,0,500
merge_it,211,192,97,0,500
merge_it,210,201,89,0,500
merge_it,218,184,98,0,500
merge_it,216,186,98,0,500
merge_it,197,196,107,0,500
merge_it,210,201,89,0,500
merge_it,198,205,97,0,500
merge_it,221,183,96,0,500
merge_it,210,187,103,0,500
merge_it,189,221,90,0,500
merge_it,221,184,95,0,500
merge_it,203,205,92,0,500
merge_it,205,197,98,0,500
merge_it,176,214,110,0,500
merge_it,198,194,108,0,500
merge_it,193,210,97,0,500
merge_it,217,179,104,0,500
merge_it,210,202,88,0,500
merge_it,205,191,104,0,500
merge_it,200,184,116,0,500
merge_it,223,188,89,0,500
merge_it,196,213,91,0,500
merge_it,187,195,118,0,500
merge_it,204,186,110,0,500
merge_it,193,194,113,0,500
merge_it,194,204,102,0,500
merge_it,206,190,104,0,500
merge_it,200,196,104,0,500
merge_it,206,194,100,0,500
merge_it,198,197,105,0,500
merge_it,185,202,113,0,500
merge_it,202,189,109,0,500
merge_it,202,180,118,0,500
merge_it,204,197,99,0,500
merge_it,180,199,121,0,500
merge_it,197,210,93,0,500
merge_it,209,196,95,0,500
merge_it,203,194,103,0,500
merge_it,210,197,93,0,500
merge_it,202,197,101,0,500
merge_it,196,194,110,0,500
merge_it,197,193,110,0,500
merge_it,200,189,111,0,500
merge_it,198,197,105,0,500
merge_it,204,198,98,0,500
merge_it,198,185,117,0,500
merge_it,216,185,99,0,500
merge_it,193,199,108,0,500
merge_it,217,198,85,0,500
merge_it,201,195,104,0,500
merge_it,187,201,112,0,500
merge_it,206,173,121,0,500
merge_it,235,177,88,0,500
merge_it,188,196,116,0,500
